idx,radioname,ra,dec,Label
L1177,J091024.29+352416.8,09 10 24.29,+35 24 16.8,wat
L1194,J091227.65+423553.2,09 12 27.65,+42 35 53.2,wat
L1202,J091313.88-064331.5,09 13 13.88,-06 43 31.5,wat
L1203,J091314.44+520853.7,09 13 14.44,+52 08 53.7,wat
L1205,J091329.09+334643.9,09 13 29.09,+33 46 43.9,wat
L1229,J091609.56+013438.3,09 16 09.56,+01 34 38.3,wat
L1238,J091710.38+550853.3,09 17 10.38,+55 08 53.3,wat
L1242,J091739.15+024527.0,09 17 39.15,+02 45 27.0,wat
L1255,J092021.06+331241.6,09 20 21.06,+33 12 41.6,wat
L1274,J092239.58-072426.0,09 22 39.58,-07 24 26.0,wat
L1283,J092429.52+141404.7,09 24 29.52,+14 14 04.7,wat
L1306,J092656.13+633258.7,09 26 56.13,+63 32 58.7,wat
L1332,J093004.34+112046.8,09 30 04.34,+11 20 46.8,wat
L1334,J093023.61+484726.3,09 30 23.61,+48 47 26.3,wat
L1345,J093305.55+483226.4,09 33 05.55,+48 32 26.4,wat
L1347,J093308.41+633721.8,09 33 08.41,+63 37 21.8,wat
L1351,J093329.77+474807.6,09 33 29.77,+47 48 07.6,wat
L1372,J093636.74+100202.9,09 36 36.74,+10 02 02.9,wat
L1384,J093802.70+181333.1,09 38 02.70,+18 13 33.1,wat
L1387,J093831.73+302411.3,09 38 31.73,+30 24 11.3,wat
L1392,J093926.54+404356.8,09 39 26.54,+40 43 56.8,wat
L1395,J093949.24-021431.8,09 39 49.24,-02 14 31.8,wat
L1458,J094842.30-010253.4,09 48 42.30,-01 02 53.4,wat
L1465,J095002.08+112753.0,09 50 02.08,+11 27 53.0,wat
L1476,J095124.72-041311.4,09 51 24.72,-04 13 11.4,wat
L1483,J095239.11+532127.1,09 52 39.11,+53 21 27.1,wat
L1493,J095403.60+463611.4,09 54 03.60,+46 36 11.4,wat
L1506,J095603.15+233809.5,09 56 03.15,+23 38 09.5,wat
L1545,J100109.77+100504.3,10 01 09.77,+10 05 04.3,wat
L1546,J100110.70+105713.3,10 01 10.70,+10 57 13.3,wat
L1559,J100322.50+101651.5,10 03 22.50,+10 16 51.5,wat
L1583,J100745.18+580719.0,10 07 45.18,+58 07 19.0,wat
L1592,J100857.17-040053.4,10 08 57.17,-04 00 53.4,wat
L1626,J101454.87+222101.2,10 14 54.87,+22 21 01.2,wat
L1656,J101820.32+173158.7,10 18 20.32,+17 31 58.7,wat
L1659,J101900.99+293312.6,10 19 00.99,+29 33 12.6,wat
L1671,J102103.16+264304.2,10 21 03.16,+26 43 04.2,wat
L1688,J102308.17+070627.4,10 23 08.17,+07 06 27.4,wat
L1693,J102336.96+324629.3,10 23 36.96,+32 46 29.3,wat
L1694,J102337.88+095608.4,10 23 37.88,+09 56 08.4,wat
L1702,J102521.82+544420.9,10 25 21.82,+54 44 20.9,wat
L1733,J102909.76+152600.3,10 29 09.76,+15 26 00.3,wat
L1749,J103151.14+162243.7,10 31 51.14,+16 22 43.7,wat
L1761,J103234.76+045928.8,10 32 34.76,+04 59 28.8,wat
L1785,J103544.34+200458.8,10 35 44.34,+20 04 58.8,wat
L1787,J103621.33+173307.1,10 36 21.33,+17 33 07.1,wat
L1802,J103800.48+265126.2,10 38 00.48,+26 51 26.2,wat
L1804,J103828.05+414848.3,10 38 28.05,+41 48 48.3,wat
L1811,J103916.89+102539.0,10 39 16.89,+10 25 39.0,wat
L1823,J104105.00+335514.3,10 41 05.00,+33 55 14.3,wat
L1846,J104356.69+150058.3,10 43 56.69,+15 00 58.3,wat
L1859,J104643.97+053842.9,10 46 43.97,+05 38 42.9,wat
L1904,J105143.77+513456.5,10 51 43.77,+51 34 56.5,wat
L1915,J105437.30+494742.8,10 54 37.30,+49 47 42.8,wat
L1920,J105530.01+600137.7,10 55 30.01,+60 01 37.7,wat
L1934,J105654.15+051710.8,10 56 54.15,+05 17 10.8,wat
L1973,J110328.51-053407.8,11 03 28.51,-05 34 07.8,wat
L2002,J110623.55+050823.4,11 06 23.55,+05 08 23.4,wat
L2004,J110652.59+343822.1,11 06 52.59,+34 38 22.1,wat
L2010,J110729.58+571528.6,11 07 29.58,+57 15 28.6,wat
L2013,J110812.46+261041.5,11 08 12.46,+26 10 41.5,wat
L2015,J110819.93-024218.0,11 08 19.93,-02 42 18.0,wat
L2039,J111220.40+143723.3,11 12 20.40,+14 37 23.3,wat
L2040,J111220.63+260120.3,11 12 20.63,+26 01 20.3,wat
L2043,J111244.67+034641.9,11 12 44.67,+03 46 41.9,wat
L2054,J111405.57+284919.9,11 14 05.57,+28 49 19.9,wat
L2091,J112155.32+024731.1,11 21 55.32,+02 47 31.1,wat
L2113,J112524.40+361822.3,11 25 24.40,+36 18 22.3,wat
L2130,J112826.61+202418.5,11 28 26.61,+20 24 18.5,wat
L2163,J113212.03+105505.8,11 32 12.03,+10 55 05.8,wat
L2182,J113455.16+164157.0,11 34 55.16,+16 41 57.0,wat
L2207,J113747.89+485114.8,11 37 47.89,+48 51 14.8,wat
L2221,J113950.84+041716.1,11 39 50.84,+04 17 16.1,wat
L2229,J114047.60+185926.7,11 40 47.60,+18 59 26.7,wat
L2250,J114325.74+474939.0,11 43 25.74,+47 49 39.0,wat
L2260,J114447.73+583358.8,11 44 47.73,+58 33 58.8,wat
L2282,J114731.58+055840.2,11 47 31.58,+05 58 40.2,wat
L2336,J115430.21+215713.0,11 54 30.21,+21 57 13.0,wat
L2337,J115434.16+363542.3,11 54 34.16,+36 35 42.3,wat
L2339,J115442.98+552032.0,11 54 42.98,+55 20 32.0,wat
L2351,J115546.10+064409.8,11 55 46.10,+06 44 09.8,wat
L2353,J115549.05+212253.1,11 55 49.05,+21 22 53.1,wat
L2361,J115638.49+204853.3,11 56 38.49,+20 48 53.3,wat
L2377,J115926.55-021639.6,11 59 26.55,-02 16 39.6,wat
L2409,J120312.47+145157.0,12 03 12.47,+14 51 57.0,wat
L2418,J120431.40+375731.3,12 04 31.40,+37 57 31.3,wat
L2423,J120459.48+455941.0,12 04 59.48,+45 59 41.0,wat
L2451,J120838.21+471123.9,12 08 38.21,+47 11 23.9,wat
L2456,J120923.94+370855.1,12 09 23.94,+37 08 55.1,wat
L2487,J121319.56+561253.1,12 13 19.56,+56 12 53.1,wat
L2507,J121627.43+292849.6,12 16 27.43,+29 28 49.6,wat
L2510,J121653.03+474351.0,12 16 53.03,+47 43 51.0,wat
L2511,J121654.66+125904.9,12 16 54.66,+12 59 04.9,wat
L2523,J121743.52+113702.4,12 17 43.52,+11 37 02.4,wat
L2532,J121917.20+082313.9,12 19 17.20,+08 23 13.9,wat
L2536,J121935.25-053026.0,12 19 35.25,-05 30 26.0,wat
L2562,J122240.62+400648.7,12 22 40.62,+40 06 48.7,wat
L2568,J122330.05+223402.2,12 23 30.05,+22 34 02.2,wat
L2570,J122353.09-013924.6,12 23 53.09,-01 39 24.6,wat
L2571,J122408.96+472029.4,12 24 08.96,+47 20 29.4,wat
L2611,J123002.26+172434.2,12 30 02.26,+17 24 34.2,wat
L2614,J123027.08+094251.5,12 30 27.08,+09 42 51.5,wat
L2620,J123144.16+413741.2,12 31 44.16,+41 37 41.2,wat
L2631,J123339.79+250008.7,12 33 39.79,+25 00 08.7,wat
L2632,J123358.87-012537.2,12 33 58.87,-01 25 37.2,wat
L2636,J123432.38+151301.9,12 34 32.38,+15 13 01.9,wat
L2700,J124311.50+074051.2,12 43 11.50,+07 40 51.2,wat
L2703,J124335.28+092422.2,12 43 35.28,+09 24 22.2,wat
L2717,J124554.60-043931.7,12 45 54.60,-04 39 31.7,wat
L2718,J124607.92+572545.1,12 46 07.92,+57 25 45.1,wat
L2719,J124633.17+122819.5,12 46 33.17,+12 28 19.5,wat
L2724,J124656.55+212009.4,12 46 56.55,+21 20 09.4,wat
L2726,J124705.48+284527.2,12 47 05.48,+28 45 27.2,wat
L2746,J124958.62+162646.2,12 49 58.62,+16 26 46.2,wat
L2761,J125211.10+081202.6,12 52 11.10,+08 12 02.6,wat
L2763,J125217.76+132205.2,12 52 17.76,+13 22 05.2,wat
L2786,J125548.54+444920.2,12 55 48.54,+44 49 20.2,wat
L2787,J125554.30+141832.4,12 55 54.30,+14 18 32.4,wat
L2852,J130630.08-053931.8,13 06 30.08,-05 39 31.8,wat
L2879,J131036.98+241840.6,13 10 36.98,+24 18 40.6,wat
L2898,J131417.36+391331.3,13 14 17.36,+39 13 31.3,wat
L2907,J131459.20+091136.6,13 14 59.20,+09 11 36.6,wat
L2953,J132053.95+103753.4,13 20 53.95,+10 37 53.4,wat
L2963,J132244.06+541054.9,13 22 44.06,+54 10 54.9,wat
L2977,J132412.42+311720.1,13 24 12.42,+31 17 20.1,wat
L2985,J132514.75+582157.5,13 25 14.75,+58 21 57.5,wat
L3011,J132727.07+400619.0,13 27 27.07,+40 06 19.0,wat
L3012,J132731.03+510118.9,13 27 31.03,+51 01 18.9,wat
L3014,J132745.41+355340.9,13 27 45.41,+35 53 40.9,wat
L3060,J133337.51-013913.8,13 33 37.51,-01 39 13.8,wat
L3075,J133450.12+312826.1,13 34 50.12,+31 28 26.1,wat
L3080,J133535.92+222547.3,13 35 35.92,+22 25 47.3,wat
L3105,J133818.40+364252.5,13 38 18.40,+36 42 52.5,wat
L3111,J133848.35+513515.0,13 38 48.35,+51 35 15.0,wat
L3114,J133858.34+300103.0,13 38 58.34,+30 01 03.0,wat
L3115,J133902.40+365518.1,13 39 02.40,+36 55 18.1,wat
L3116,J133903.08-072639.6,13 39 03.08,-07 26 39.6,wat
L3123,J133950.98+120257.3,13 39 50.98,+12 02 57.3,wat
L3134,J134104.85+221158.2,13 41 04.85,+22 11 58.2,wat
L3157,J134503.53+611029.4,13 45 03.53,+61 10 29.4,wat
L3169,J134704.98+202749.3,13 47 04.98,+20 27 49.3,wat
L3175,J134751.10+071349.2,13 47 51.10,+07 13 49.2,wat
L3188,J135058.49-003637.2,13 50 58.49,-00 36 37.2,wat
L3218,J135450.60+251242.7,13 54 50.60,+25 12 42.7,wat
L3221,J135527.81+355050.3,13 55 27.81,+35 50 50.3,wat
L3222,J135535.02+303325.5,13 55 35.02,+30 33 25.5,wat
L3237,J135709.68+132648.6,13 57 09.68,+13 26 48.6,wat
L3244,J135815.80+393251.6,13 58 15.80,+39 32 51.6,wat
L3252,J135838.64+384723.4,13 58 38.64,+38 47 23.4,wat
L3255,J135855.46+145843.2,13 58 55.46,+14 58 43.2,wat
L3257,J135857.49+532847.0,13 58 57.49,+53 28 47.0,wat
L3281,J140148.23+283318.3,14 01 48.23,+28 33 18.3,wat
L3283,J140216.09+581746.3,14 02 16.09,+58 17 46.3,wat
L3288,J140255.01-024700.6,14 02 55.01,-02 47 00.6,wat
L3321,J140724.06+451154.5,14 07 24.06,+45 11 54.5,wat
L3334,J140946.31+161635.1,14 09 46.31,+16 16 35.1,wat
L3338,J141015.83+173403.9,14 10 15.83,+17 34 03.9,wat
L3348,J141129.15+104902.3,14 11 29.15,+10 49 02.3,wat
L3350,J141138.03-073140.2,14 11 38.03,-07 31 40.2,wat
L3352,J141155.10+341515.7,14 11 55.10,+34 15 15.7,wat
L3355,J141251.68+015352.2,14 12 51.68,+01 53 52.2,wat
L3361,J141309.94-051032.8,14 13 09.94,-05 10 32.8,wat
L3367,J141422.40+310934.3,14 14 22.40,+31 09 34.3,wat
L3381,J141638.07+252658.0,14 16 38.07,+25 26 58.0,wat
L3385,J141652.69+120226.5,14 16 52.69,+12 02 26.5,wat
L3393,J141733.62+411125.6,14 17 33.62,+41 11 25.6,wat
L3396,J141750.58+203619.2,14 17 50.58,+20 36 19.2,wat
L3401,J141825.28+081638.4,14 18 25.28,+08 16 38.4,wat
L3416,J142032.73+530823.8,14 20 32.73,+53 08 23.8,wat
L3423,J142107.96+373325.8,14 21 07.96,+37 33 25.8,wat
L3425,J142113.15+311400.4,14 21 13.15,+31 14 00.4,wat
L3430,J142128.94-043136.6,14 21 28.94,-04 31 36.6,wat
L3432,J142141.35-074338.9,14 21 41.35,-07 43 38.9,wat
L3433,J142145.35+175732.1,14 21 45.35,+17 57 32.1,wat
L3434,J142158.99+445954.2,14 21 58.99,+44 59 54.2,wat
L3435,J142225.15+073127.1,14 22 25.15,+07 31 27.1,wat
L3441,J142259.16+082516.5,14 22 59.16,+08 25 16.5,wat
L3444,J142348.99+415242.1,14 23 48.99,+41 52 42.1,wat
L3449,J142446.61+040340.7,14 24 46.61,+04 03 40.7,wat
L3455,J142547.21+554526.2,14 25 47.21,+55 45 26.2,wat
L3457,J142559.43+415441.6,14 25 59.43,+41 54 41.6,wat
L3467,J142721.03+155923.9,14 27 21.03,+15 59 23.9,wat
L3468,J142733.39+062719.7,14 27 33.39,+06 27 19.7,wat
L3498,J143109.06-073533.9,14 31 09.06,-07 35 33.9,wat
L3499,J143120.47+011503.5,14 31 20.47,+01 15 03.5,wat
L3520,J143348.41+425248.0,14 33 48.41,+42 52 48.0,wat
L3531,J143427.43+042200.3,14 34 27.43,+04 22 00.3,wat
L3542,J143603.82+444513.2,14 36 03.82,+44 45 13.2,wat
L3545,J143641.20+270910.4,14 36 41.20,+27 09 10.4,wat
L3591,J144147.00-070233.6,14 41 47.00,-07 02 33.6,wat
L3594,J144203.69-073516.2,14 42 03.69,-07 35 16.2,wat
L3598,J144329.40+624649.8,14 43 29.40,+62 46 49.8,wat
L3617,J144602.52+213420.9,14 46 02.52,+21 34 20.9,wat
L3618,J144603.66+305857.8,14 46 03.66,+30 58 57.8,wat
L3639,J144904.34+025800.5,14 49 04.34,+02 58 00.5,wat
L3644,J144925.02+293625.3,14 49 25.02,+29 36 25.3,wat
L3646,J144933.70-035220.1,14 49 33.70,-03 52 20.1,wat
L3675,J145241.46+515732.6,14 52 41.46,+51 57 32.6,wat
L3676,J145248.10+621934.8,14 52 48.10,+62 19 34.8,wat
L3690,J145510.36+231747.6,14 55 10.36,+23 17 47.6,wat
L3702,J145711.71+202051.0,14 57 11.71,+20 20 51.0,wat
L3707,J145723.00+023254.6,14 57 23.00,+02 32 54.6,wat
L3718,J145859.92+275402.2,14 58 59.92,+27 54 02.2,wat
L3730,J150013.45+501551.6,15 00 13.45,+50 15 51.6,wat
L3733,J150053.97+372042.1,15 00 53.97,+37 20 42.1,wat
L3738,J150128.97+213416.5,15 01 28.97,+21 34 16.5,wat
L3748,J150238.47+170150.3,15 02 38.47,+17 01 50.3,wat
L3751,J150324.59+162802.3,15 03 24.59,+16 28 02.3,wat
L3759,J150429.74+293832.8,15 04 29.74,+29 38 32.8,wat
L3767,J150510.95+055657.5,15 05 10.95,+05 56 57.5,wat
L3768,J150529.33+410955.5,15 05 29.33,+41 09 55.5,wat
L3788,J150939.03+264258.5,15 09 39.03,+26 42 58.5,wat
L3802,J151131.25+322819.4,15 11 31.25,+32 28 19.4,wat
L3813,J151322.82-055803.8,15 13 22.82,-05 58 03.8,wat
L3814,J151349.13+054744.7,15 13 49.13,+05 47 44.7,wat
L3844,J151939.29+293353.7,15 19 39.29,+29 33 53.7,wat
L3847,J151955.83-080042.9,15 19 55.83,-08 00 42.9,wat
L3877,J152533.60-003133.0,15 25 33.60,-00 31 33.0,wat
L3904,J153035.69+422440.5,15 30 35.69,+42 24 40.5,wat
L3939,J153616.78+142044.4,15 36 16.78,+14 20 44.4,wat
L3947,J153717.64+062352.4,15 37 17.64,+06 23 52.4,wat
L3955,J153858.31+355712.9,15 38 58.31,+35 57 12.9,wat
L3958,J153923.33-054439.6,15 39 23.33,-05 44 39.6,wat
L3963,J153946.55+272219.9,15 39 46.55,+27 22 19.9,wat
L3965,J153954.93-041544.3,15 39 54.93,-04 15 44.3,wat
L3975,J154232.55+493842.9,15 42 32.55,+49 38 42.9,wat
L3980,J154336.15-011723.9,15 43 36.15,-01 17 23.9,wat
L3991,J154455.42+102620.4,15 44 55.42,+10 26 20.4,wat
L3999,J154624.66+362959.2,15 46 24.66,+36 29 59.2,wat
L4017,J154901.69+103154.8,15 49 01.69,+10 31 54.8,wat
L4021,J154944.69-031714.2,15 49 44.69,-03 17 14.2,wat
L4022,J154949.41+334830.3,15 49 49.41,+33 48 30.3,wat
L4025,J155000.38+294952.6,15 50 00.38,+29 49 52.6,wat
L4028,J155011.72+271758.9,15 50 11.72,+27 17 58.9,wat
L4030,J155034.97+120038.9,15 50 34.97,+12 00 38.9,wat
L4040,J155226.90+155422.9,15 52 26.90,+15 54 22.9,wat
L4042,J155247.07+092436.7,15 52 47.07,+09 24 36.7,wat
L4044,J155301.74+072046.6,15 53 01.74,+07 20 46.6,wat
L4046,J155309.77-002511.4,15 53 09.77,-00 25 11.4,wat
L4065,J155629.05+294338.8,15 56 29.05,+29 43 38.8,wat
L4070,J155729.72+330446.6,15 57 29.72,+33 04 46.6,wat
L4081,J155854.17+425824.0,15 58 54.17,+42 58 24.0,wat
L4088,J160040.86-004515.0,16 00 40.86,-00 45 15.0,wat
L4092,J160129.87+083847.3,16 01 29.87,+08 38 47.3,wat
L4104,J160330.28+225201.0,16 03 30.28,+22 52 01.0,wat
L4126,J160729.34-005042.5,16 07 29.34,-00 50 42.5,wat
L4130,J160759.61+330706.3,16 07 59.61,+33 07 06.3,wat
L4134,J160822.33+401219.3,16 08 22.33,+40 12 19.3,wat
L4151,J161107.59+184558.9,16 11 07.59,+18 45 58.9,wat
L4176,J161546.97+144618.3,16 15 46.97,+14 46 18.3,wat
L4196,J161849.47+172110.4,16 18 49.47,+17 21 10.4,wat
L4213,J162148.74+482410.8,16 21 48.74,+48 24 10.8,wat
L4215,J162217.87+511821.8,16 22 17.87,+51 18 21.8,wat
L4235,J162524.32+445629.3,16 25 24.32,+44 56 29.3,wat
L4237,J162531.87+302646.1,16 25 31.87,+30 26 46.1,wat
L4240,J162611.76+545225.1,16 26 11.76,+54 52 25.1,wat
L4246,J162724.75+501943.6,16 27 24.75,+50 19 43.6,wat
L4259,J162854.78+202220.3,16 28 54.78,+20 22 20.3,wat
L4284,J163403.32+170300.0,16 34 03.32,+17 03 00.0,wat
L4286,J163410.97+461800.4,16 34 10.97,+46 18 00.4,wat
L4319,J163949.10+172300.2,16 39 49.10,+17 23 00.2,wat
L4325,J164013.69+193623.7,16 40 13.69,+19 36 23.7,wat
L4346,J164519.88+315740.1,16 45 19.88,+31 57 40.1,wat
L4347,J164522.56+584253.4,16 45 22.56,+58 42 53.4,wat
L4349,J164602.17+530053.0,16 46 02.17,+53 00 53.0,wat
L4352,J164705.09+515410.0,16 47 05.09,+51 54 10.0,wat
L4365,J164932.82+484911.7,16 49 32.82,+48 49 11.7,wat
L4372,J165117.78+504736.5,16 51 17.78,+50 47 36.5,wat
L4373,J165118.06+281604.7,16 51 18.06,+28 16 04.7,wat
L4392,J165519.20+521726.5,16 55 19.20,+52 17 26.5,wat
L4401,J165636.42+442422.6,16 56 36.42,+44 24 22.6,wat
L4404,J165644.64+564028.7,16 56 44.64,+56 40 28.7,wat
L4409,J165739.03+603818.8,16 57 39.03,+60 38 18.8,wat
L4411,J165748.35+274614.5,16 57 48.35,+27 46 14.5,wat
L4425,J170114.94+315043.0,17 01 14.94,+31 50 43.0,wat
